policy,seed,task_idx,qid,em,f1,prompt_tokens,completion_tokens,cost_usd,turns,n_interventions,osc_max,fid_min
FixedSchedule,0,10,5a8325b35542990548d0b18f,0,0.0,2222,255,0.00044586,3,1,1.0,1.0
FixedSchedule,0,11,5ab9374b554299131ca422c6,0,0.0,2320,206,0.00045468,3,1,1.0,1.0
FixedSchedule,0,12,5ae52c0f5542992663a4f12e,0,0.0,5145,334,0.00098622,6,2,1.0,1.0
FixedSchedule,0,13,5adbfbd555429947ff173893,0,0.8,1665,151,0.00032688,2,0,0.8,1.0
FixedSchedule,0,14,5ab7f0015542992aa3b8c88b,0,0.0,7644,285,0.00142722,6,2,1.0,1.0
FixedSchedule,0,15,5ac547525542993e66e822a3,0,0.0,3481,286,0.00067806,3,1,1.0,1.0
FixedSchedule,0,16,5a7cbf8c554299452d57b9f4,0,0.0,8037,436,0.00152514,6,2,1.0,1.0
FixedSchedule,0,17,5a7ddc5a5542995f4f4022da,1,1.0,1007,158,0.0002097,2,0,1.0,1.0
FixedSchedule,0,18,5a7a1cd85542990783324e65,0,0.0,651,67,0.00012924,1,0,0.0,1.0
FixedSchedule,0,19,5ae0a59a55429945ae9593e2,0,0.0,1563,150,0.00030834,2,0,0.8,1.0
FixedSchedule,0,20,5a8b987f5542997f31a41d7a,1,1.0,3286,310,0.00064728,5,1,1.0,1.0
FixedSchedule,0,21,5a8739a05542994775f607ab,0,0.5,1296,104,0.000252,2,0,0.8,1.0
FixedSchedule,0,22,5ae67dba55429908198fa5f0,1,1.0,6111,325,0.00115848,6,2,1.0,1.0
FixedSchedule,0,23,5a7b3f4d5542992d025e67bb,0,0.5714,3103,345,0.00062064,4,1,1.0,1.0
FixedSchedule,0,24,5ae2dfd155429928c423951b,0,0.6667,5820,492,0.00113616,6,2,1.0,1.0
FixedSchedule,0,25,5ab6ba245542995eadef007f,1,1.0,566,38,0.00010872,1,0,0.0,1.0
FixedSchedule,0,26,5ab8854555429934fafe6e0c,1,1.0,492,60,9.936e-05,1,0,0.0,1.0
FixedSchedule,0,27,5a8eea4a5542990e94052bb7,0,0.3333,7650,394,0.00144792,6,2,1.0,1.0
FixedSchedule,0,28,5a74c85055429916b0164218,0,0.0,3397,269,0.00065988,6,2,1.0,1.0
FixedSchedule,0,29,5a88dcf9554299206df2b383,1,1.0,4279,299,0.00082404,6,2,1.0,1.0
FixedSchedule,0,30,5a7625c7554299109176e668,0,0.0,11480,315,0.0021231,6,2,1.0,1.0
FixedSchedule,0,31,5ac0d83a554299294b219038,0,0.0,1729,135,0.00033552,2,0,0.571,1.0
FixedSchedule,0,32,5a790d8f554299029c4b5eec,1,1.0,7460,466,0.00142668,6,2,1.0,1.0
FixedSchedule,0,33,5ab2c5e255429916697740ba,0,0.0,1861,142,0.00036054,2,0,0.667,1.0
FixedSchedule,0,34,5abcfc365542993a06baf9d6,1,1.0,5847,415,0.00112716,6,2,1.0,1.0
FixedSchedule,0,35,5a8ee6915542990e94052bad,0,0.0,5498,460,0.00107244,6,2,1.0,1.0
FixedSchedule,0,36,5abba4855542993f40c73b68,1,1.0,5919,449,0.00114624,6,2,1.0,1.0
FixedSchedule,0,37,5ae0bae555429906c02dab08,0,0.0,5856,397,0.00112554,6,2,1.0,1.0
FixedSchedule,0,38,5ab271fe554299449642c8a6,1,1.0,561,60,0.00011178,1,0,0.0,1.0
FixedSchedule,0,39,5a7997a2554299029c4b5f59,1,1.0,5988,439,0.00115686,6,2,1.0,1.0
FixedSchedule,0,40,5add673e5542992ae4cec54d,0,0.0,4812,293,0.0009189,4,1,1.0,1.0
FixedSchedule,0,41,5ae819ac55429952e35eaa16,0,0.0,3984,281,0.0007677,4,1,0.857,1.0
FixedSchedule,0,42,5aba65a055429939ce03dcd2,0,0.8,9591,381,0.00179496,6,2,1.0,1.0
FixedSchedule,0,43,5a87bada5542994846c1cddc,1,1.0,4981,334,0.0009567,6,2,1.0,1.0
FixedSchedule,0,44,5ae74fc45542997b22f6a6b4,0,0.0,566,60,0.00011268,1,0,0.0,1.0
FixedSchedule,0,45,5adf65555542992d7e9f9334,1,1.0,6071,387,0.00116244,6,2,1.0,1.0
FixedSchedule,0,46,5ade69e455429975fa854ec5,0,0.0,4876,364,0.0009432,6,2,1.0,1.0
FixedSchedule,0,47,5ae057fd55429945ae959328,0,0.0,4522,250,0.00085896,6,2,1.0,1.0
FixedSchedule,0,48,5ab28019554299722f9b4d51,0,0.0,1464,145,0.00028962,2,0,1.0,1.0
FixedSchedule,0,49,5a75f79555429976ec32bcca,0,0.0,8712,469,0.00165258,6,2,1.0,1.0
FixedSchedule,1,0,5a88d745554299206df2b378,0,0.0,4340,344,0.00084312,6,2,1.0,1.0
FixedSchedule,1,1,5ae748d1554299572ea547b0,1,1.0,7472,309,0.00140058,5,1,1.0,1.0
FixedSchedule,1,2,5a7a8a9c554299042af8f666,0,0.5,5419,458,0.00105786,6,2,1.0,1.0
FixedSchedule,1,3,5adffe7155429906c02daa9e,0,0.0,1452,110,0.00028116,2,0,0.8,1.0
FixedSchedule,1,4,5ab642845542995eadeeff8e,1,1.0,387,45,7.776e-05,1,0,0.0,1.0
FixedSchedule,1,5,5a906a685542990a9849362e,0,0.0,845,64,0.00016362,1,0,0.0,1.0
FixedSchedule,1,6,5a7633ad5542992db9473741,0,0.0,1643,162,0.0003249,2,0,0.8,1.0
FixedSchedule,1,7,5a74ce9655429974ef308c6c,0,0.6667,444,41,8.73e-05,1,0,0.0,1.0
FixedSchedule,1,8,5a713a5a5542994082a3e6a9,1,1.0,5936,403,0.00114102,6,2,1.0,1.0
FixedSchedule,1,9,5ab341f755429969a97a8114,1,1.0,7671,425,0.00145728,6,2,1.0,1.0
FixedSchedule,1,10,5a8325b35542990548d0b18f,0,0.0,616,70,0.00012348,1,0,0.0,1.0
FixedSchedule,1,11,5ab9374b554299131ca422c6,0,0.4,6777,501,0.00131004,6,2,1.0,1.0
FixedSchedule,1,12,5ae52c0f5542992663a4f12e,1,1.0,4948,349,0.00095346,6,2,1.0,1.0
FixedSchedule,1,13,5adbfbd555429947ff173893,0,0.8,1723,178,0.00034218,2,0,0.667,1.0
FixedSchedule,1,14,5ab7f0015542992aa3b8c88b,0,0.0,732,40,0.00013896,1,0,0.0,1.0
FixedSchedule,1,15,5ac547525542993e66e822a3,0,0.0,2174,165,0.00042102,2,0,0.8,1.0
FixedSchedule,1,16,5a7cbf8c554299452d57b9f4,0,0.0,7030,356,0.00132948,6,2,1.0,1.0
FixedSchedule,1,17,5a7ddc5a5542995f4f4022da,1,1.0,2298,287,0.0004653,4,1,1.0,1.0
FixedSchedule,1,18,5a7a1cd85542990783324e65,0,0.0,5013,387,0.000972,6,2,1.0,1.0
FixedSchedule,1,19,5ae0a59a55429945ae9593e2,0,0.0,6749,484,0.00130194,6,2,1.0,1.0
FixedSchedule,1,20,5a8b987f5542997f31a41d7a,0,0.4,1736,198,0.00034812,3,1,0.833,1.0
FixedSchedule,1,21,5a8739a05542994775f607ab,0,0.5,1301,114,0.0002547,2,0,0.8,1.0
FixedSchedule,1,22,5ae67dba55429908198fa5f0,1,1.0,4136,196,0.00077976,4,1,1.0,1.0
FixedSchedule,1,23,5a7b3f4d5542992d025e67bb,0,0.8,623,101,0.00013032,1,0,0.0,1.0
FixedSchedule,1,24,5ae2dfd155429928c423951b,0,0.0,5597,419,0.00108288,6,2,1.0,1.0
FixedSchedule,1,25,5ab6ba245542995eadef007f,1,1.0,566,60,0.00011268,1,0,0.0,1.0
FixedSchedule,1,26,5ab8854555429934fafe6e0c,1,1.0,5091,398,0.00098802,6,2,1.0,1.0
FixedSchedule,1,27,5a8eea4a5542990e94052bb7,0,0.3333,5775,338,0.00110034,5,1,1.0,1.0
FixedSchedule,1,28,5a74c85055429916b0164218,0,0.6667,2680,341,0.00054378,5,1,1.0,1.0
FixedSchedule,1,29,5a88dcf9554299206df2b383,1,1.0,4437,368,0.0008649,6,2,1.0,1.0
FixedSchedule,1,30,5a7625c7554299109176e668,0,0.0,1483,75,0.00028044,1,0,0.0,1.0
FixedSchedule,1,31,5ac0d83a554299294b219038,0,0.0,5249,330,0.00100422,5,1,1.0,1.0
FixedSchedule,1,32,5a790d8f554299029c4b5eec,0,0.0,6623,371,0.00125892,6,2,1.0,1.0
FixedSchedule,1,33,5ab2c5e255429916697740ba,0,0.0,668,63,0.00013158,1,0,0.0,1.0
FixedSchedule,1,34,5abcfc365542993a06baf9d6,1,1.0,4176,355,0.00081558,5,1,0.833,1.0
FixedSchedule,1,35,5a8ee6915542990e94052bad,1,1.0,6432,429,0.00123498,6,2,1.0,1.0
FixedSchedule,1,36,5abba4855542993f40c73b68,1,1.0,737,101,0.00015084,1,0,0.0,1.0
FixedSchedule,1,37,5ae0bae555429906c02dab08,1,1.0,6173,498,0.00120078,6,2,1.0,1.0
FixedSchedule,1,38,5ab271fe554299449642c8a6,0,0.0,2991,243,0.00058212,4,1,1.0,1.0
FixedSchedule,1,39,5a7997a2554299029c4b5f59,0,0.0,6787,412,0.00129582,6,2,1.0,1.0
FixedSchedule,1,40,5add673e5542992ae4cec54d,0,0.1765,9045,367,0.00169416,6,2,1.0,1.0
FixedSchedule,1,41,5ae819ac55429952e35eaa16,0,0.0,622,89,0.00012798,1,0,0.0,1.0
FixedSchedule,1,42,5aba65a055429939ce03dcd2,0,0.0,10468,420,0.00195984,6,2,1.0,1.0
FixedSchedule,1,43,5a87bada5542994846c1cddc,0,0.0,4990,471,0.00098298,6,2,1.0,1.0
FixedSchedule,1,44,5ae74fc45542997b22f6a6b4,0,0.0,566,43,0.00010962,1,0,0.0,1.0
FixedSchedule,1,45,5adf65555542992d7e9f9334,1,1.0,6195,365,0.0011808,6,2,1.0,1.0
FixedSchedule,1,46,5ade69e455429975fa854ec5,0,0.0,5331,428,0.00103662,6,2,1.0,1.0
FixedSchedule,1,47,5ae057fd55429945ae959328,0,0.0,1148,78,0.00022068,2,0,0.667,1.0
FixedSchedule,1,48,5ab28019554299722f9b4d51,0,0.0,7209,393,0.00136836,6,2,1.0,1.0
FixedSchedule,1,49,5a75f79555429976ec32bcca,0,0.0,5706,304,0.0010818,4,1,1.0,1.0
FixedSchedule,2,0,5a88d745554299206df2b378,0,0.0,3692,333,0.0007245,6,2,1.0,1.0
FixedSchedule,2,1,5ae748d1554299572ea547b0,1,1.0,9560,427,0.00179766,6,2,1.0,1.0
FixedSchedule,2,2,5a7a8a9c554299042af8f666,0,0.6667,5290,451,0.00103338,6,2,1.0,1.0
FixedSchedule,2,3,5adffe7155429906c02daa9e,0,0.0,631,40,0.00012078,1,0,0.0,1.0
FixedSchedule,2,4,5ab642845542995eadeeff8e,1,1.0,387,43,7.74e-05,1,0,0.0,1.0
FixedSchedule,2,5,5a906a685542990a9849362e,1,1.0,5484,266,0.001035,5,1,1.0,1.0
FixedSchedule,2,6,5a7633ad5542992db9473741,0,0.0,5165,237,0.00097236,6,2,1.0,1.0
FixedSchedule,2,7,5a74ce9655429974ef308c6c,0,0.6667,444,42,8.748e-05,1,0,0.0,1.0
FixedSchedule,2,8,5a713a5a5542994082a3e6a9,1,1.0,5220,360,0.0010044,6,2,1.0,1.0
FixedSchedule,2,9,5ab341f755429969a97a8114,0,0.0,9057,417,0.00170532,6,2,1.0,1.0
FixedSchedule,2,10,5a8325b35542990548d0b18f,0,0.0,4060,356,0.00079488,5,1,1.0,1.0
FixedSchedule,2,11,5ab9374b554299131ca422c6,0,0.0,2376,189,0.0004617,3,1,1.0,1.0
FixedSchedule,2,12,5ae52c0f5542992663a4f12e,0,0.0,4848,338,0.00093348,6,2,1.0,1.0
FixedSchedule,2,13,5adbfbd555429947ff173893,0,0.8,748,71,0.00014742,1,0,0.0,1.0
FixedSchedule,2,14,5ab7f0015542992aa3b8c88b,0,0.0,732,39,0.00013878,1,0,0.0,1.0
FixedSchedule,2,15,5ac547525542993e66e822a3,0,0.0,1969,158,0.00038286,2,0,1.0,1.0
FixedSchedule,2,16,5a7cbf8c554299452d57b9f4,0,0.0,7407,362,0.00139842,6,2,1.0,1.0
FixedSchedule,2,17,5a7ddc5a5542995f4f4022da,1,1.0,468,55,9.414e-05,1,0,0.0,1.0
FixedSchedule,2,18,5a7a1cd85542990783324e65,0,0.0,6394,493,0.00123966,6,2,1.0,1.0
FixedSchedule,2,19,5ae0a59a55429945ae9593e2,0,0.0,2706,277,0.00053694,3,1,0.8,1.0
FixedSchedule,2,20,5a8b987f5542997f31a41d7a,1,1.0,1673,210,0.00033894,3,1,1.0,1.0
FixedSchedule,2,21,5a8739a05542994775f607ab,0,0.0,1181,102,0.00023094,2,0,0.667,1.0
FixedSchedule,2,22,5ae67dba55429908198fa5f0,1,1.0,6664,462,0.00128268,6,2,1.0,1.0
FixedSchedule,2,23,5a7b3f4d5542992d025e67bb,0,0.8,3088,307,0.0006111,4,1,1.0,1.0
FixedSchedule,2,24,5ae2dfd155429928c423951b,0,0.0,5462,426,0.00105984,6,2,1.0,1.0
FixedSchedule,2,25,5ab6ba245542995eadef007f,1,1.0,3293,285,0.00064404,5,1,1.0,1.0
FixedSchedule,2,26,5ab8854555429934fafe6e0c,1,1.0,4438,497,0.0008883,6,2,1.0,1.0
FixedSchedule,2,27,5a8eea4a5542990e94052bb7,0,0.0,7931,535,0.00152388,6,2,1.0,1.0
FixedSchedule,2,28,5a74c85055429916b0164218,0,0.0,2686,282,0.00053424,6,2,1.0,1.0
FixedSchedule,2,29,5a88dcf9554299206df2b383,1,1.0,551,55,0.00010908,1,0,0.0,1.0
FixedSchedule,2,30,5a7625c7554299109176e668,1,1.0,11039,318,0.00204426,6,2,1.0,1.0
FixedSchedule,2,31,5ac0d83a554299294b219038,0,0.0,2649,234,0.00051894,3,1,0.857,1.0
FixedSchedule,2,32,5a790d8f554299029c4b5eec,1,1.0,4985,249,0.00094212,4,1,1.0,1.0
FixedSchedule,2,33,5ab2c5e255429916697740ba,0,0.3333,2766,184,0.000531,3,1,0.833,1.0
FixedSchedule,2,34,5abcfc365542993a06baf9d6,1,1.0,4536,339,0.0008775,5,1,1.0,1.0
FixedSchedule,2,35,5a8ee6915542990e94052bad,0,0.0,6178,590,0.00121824,6,2,1.0,1.0
FixedSchedule,2,36,5abba4855542993f40c73b68,0,0.0,6782,415,0.00129546,6,2,1.0,1.0
FixedSchedule,2,37,5ae0bae555429906c02dab08,0,0.0,6352,320,0.00120096,6,2,1.0,1.0
FixedSchedule,2,38,5ab271fe554299449642c8a6,1,1.0,5194,391,0.0010053,6,2,1.0,1.0
FixedSchedule,2,39,5a7997a2554299029c4b5f59,0,0.0,7132,505,0.00137466,6,2,1.0,1.0
FixedSchedule,2,40,5add673e5542992ae4cec54d,0,0.5,7319,287,0.00136908,6,2,1.0,1.0
FixedSchedule,2,41,5ae819ac55429952e35eaa16,0,0.0,3701,272,0.00071514,4,1,1.0,1.0
FixedSchedule,2,42,5aba65a055429939ce03dcd2,0,0.5,2320,176,0.00044928,2,0,0.667,1.0
FixedSchedule,2,43,5a87bada5542994846c1cddc,1,1.0,4960,328,0.00095184,6,2,1.0,1.0
FixedSchedule,2,44,5ae74fc45542997b22f6a6b4,0,0.0,566,56,0.00011196,1,0,0.0,1.0
FixedSchedule,2,45,5adf65555542992d7e9f9334,1,1.0,5905,347,0.00112536,6,2,1.0,1.0
FixedSchedule,2,46,5ade69e455429975fa854ec5,0,0.0,4981,419,0.000972,6,2,1.0,1.0
FixedSchedule,2,47,5ae057fd55429945ae959328,0,0.8,4635,336,0.00089478,6,2,0.857,1.0
FixedSchedule,2,48,5ab28019554299722f9b4d51,0,0.0,7657,497,0.00146772,6,2,1.0,1.0
FixedSchedule,2,49,5a75f79555429976ec32bcca,0,0.0,8461,467,0.00160704,6,2,1.0,1.0
FixedSchedule,3,0,5a88d745554299206df2b378,1,1.0,4782,404,0.00093348,6,2,1.0,1.0
FixedSchedule,3,1,5ae748d1554299572ea547b0,1,1.0,8982,424,0.00169308,6,2,1.0,1.0
FixedSchedule,3,2,5a7a8a9c554299042af8f666,0,0.6667,5503,440,0.00106974,6,2,1.0,1.0
FixedSchedule,3,3,5adffe7155429906c02daa9e,0,0.0,631,38,0.00012042,1,0,0.0,1.0
FixedSchedule,3,4,5ab642845542995eadeeff8e,1,1.0,387,45,7.776e-05,1,0,0.0,1.0
FixedSchedule,3,5,5a906a685542990a9849362e,1,1.0,7496,299,0.0014031,6,2,1.0,1.0
FixedSchedule,3,6,5a7633ad5542992db9473741,0,0.0,6145,326,0.00116478,6,2,1.0,1.0
FixedSchedule,3,7,5a74ce9655429974ef308c6c,0,0.6667,444,47,8.838e-05,1,0,0.0,1.0
FixedSchedule,3,8,5a713a5a5542994082a3e6a9,0,0.6667,5073,308,0.00096858,6,2,1.0,1.0
FixedSchedule,3,9,5ab341f755429969a97a8114,1,1.0,7800,412,0.00147816,6,2,1.0,1.0
FixedSchedule,3,10,5a8325b35542990548d0b18f,0,0.0,1380,130,0.0002718,2,0,0.8,1.0
FixedSchedule,3,11,5ab9374b554299131ca422c6,0,0.6667,3239,280,0.00063342,3,1,1.0,1.0
FixedSchedule,3,12,5ae52c0f5542992663a4f12e,0,0.0,5471,367,0.00105084,6,2,1.0,1.0
FixedSchedule,3,13,5adbfbd555429947ff173893,0,0.8,748,59,0.00014526,1,0,0.0,1.0
FixedSchedule,3,14,5ab7f0015542992aa3b8c88b,0,0.0,7110,373,0.00134694,6,2,1.0,1.0
FixedSchedule,3,15,5ac547525542993e66e822a3,0,0.0,7718,452,0.0014706,6,2,1.0,1.0
FixedSchedule,3,16,5a7cbf8c554299452d57b9f4,0,0.0,7555,362,0.00142506,6,2,1.0,1.0
FixedSchedule,3,17,5a7ddc5a5542995f4f4022da,1,1.0,468,61,9.522e-05,1,0,0.0,1.0
FixedSchedule,3,18,5a7a1cd85542990783324e65,0,0.0,6469,394,0.00123534,6,2,1.0,1.0
FixedSchedule,3,19,5ae0a59a55429945ae9593e2,1,1.0,6398,383,0.00122058,6,2,1.0,1.0
FixedSchedule,3,20,5a8b987f5542997f31a41d7a,1,1.0,994,130,0.00020232,2,0,0.8,1.0
FixedSchedule,3,21,5a8739a05542994775f607ab,0,0.5,2092,165,0.00040626,3,1,1.0,1.0
FixedSchedule,3,22,5ae67dba55429908198fa5f0,0,0.0,1578,142,0.0003096,2,0,1.0,1.0
FixedSchedule,3,23,5a7b3f4d5542992d025e67bb,0,0.0,5964,493,0.00116226,6,2,1.0,1.0
FixedSchedule,3,24,5ae2dfd155429928c423951b,0,0.5,6371,574,0.0012501,6,2,1.0,1.0
FixedSchedule,3,25,5ab6ba245542995eadef007f,1,1.0,2557,220,0.00049986,4,1,1.0,1.0
FixedSchedule,3,26,5ab8854555429934fafe6e0c,1,1.0,1993,218,0.00039798,3,1,1.0,1.0
FixedSchedule,3,27,5a8eea4a5542990e94052bb7,0,0.2857,5856,407,0.00112734,5,1,1.0,1.0
FixedSchedule,3,28,5a74c85055429916b0164218,0,0.0,3607,319,0.00070668,6,2,1.0,1.0
FixedSchedule,3,29,5a88dcf9554299206df2b383,1,1.0,4113,311,0.00079632,6,2,1.0,1.0
FixedSchedule,3,30,5a7625c7554299109176e668,0,0.0,11451,441,0.00214056,6,2,1.0,1.0
FixedSchedule,3,31,5ac0d83a554299294b219038,0,0.0,6334,335,0.00120042,6,2,1.0,1.0
FixedSchedule,3,32,5a790d8f554299029c4b5eec,1,1.0,6976,394,0.0013266,6,2,1.0,1.0
FixedSchedule,3,33,5ab2c5e255429916697740ba,0,0.3333,5721,345,0.00109188,6,2,1.0,1.0
FixedSchedule,3,34,5abcfc365542993a06baf9d6,1,1.0,6174,364,0.00117684,6,2,1.0,1.0
FixedSchedule,3,35,5a8ee6915542990e94052bad,0,0.0,6426,439,0.0012357,6,2,1.0,1.0
FixedSchedule,3,36,5abba4855542993f40c73b68,1,1.0,5623,389,0.00108216,6,2,1.0,1.0
FixedSchedule,3,37,5ae0bae555429906c02dab08,0,0.0,5893,367,0.0011268,6,2,1.0,1.0
FixedSchedule,3,38,5ab271fe554299449642c8a6,1,1.0,5098,337,0.0009783,6,2,1.0,1.0
FixedSchedule,3,39,5a7997a2554299029c4b5f59,1,1.0,6098,366,0.00116352,6,2,1.0,1.0
FixedSchedule,3,40,5add673e5542992ae4cec54d,0,0.3333,3302,202,0.00063072,3,1,0.8,1.0
FixedSchedule,3,41,5ae819ac55429952e35eaa16,0,0.0,622,62,0.00012312,1,0,0.0,1.0
FixedSchedule,3,42,5aba65a055429939ce03dcd2,0,0.5,2439,126,0.0004617,2,0,0.667,1.0
FixedSchedule,3,43,5a87bada5542994846c1cddc,1,1.0,4969,399,0.00096624,6,2,1.0,1.0
FixedSchedule,3,44,5ae74fc45542997b22f6a6b4,0,0.0,566,64,0.0001134,1,0,0.0,1.0
FixedSchedule,3,45,5adf65555542992d7e9f9334,1,1.0,716,74,0.0001422,1,0,0.0,1.0
FixedSchedule,3,46,5ade69e455429975fa854ec5,0,0.0,4849,369,0.00093924,6,2,1.0,1.0
FixedSchedule,3,47,5ae057fd55429945ae959328,0,0.8,4760,293,0.00090954,6,2,1.0,1.0
FixedSchedule,3,48,5ab28019554299722f9b4d51,0,0.0,2894,240,0.00056412,3,1,0.857,1.0
FixedSchedule,3,49,5a75f79555429976ec32bcca,0,0.0,2714,143,0.00051426,2,0,0.667,1.0
FixedSchedule,4,0,5a88d745554299206df2b378,1,1.0,3535,327,0.00069516,6,2,1.0,1.0
FixedSchedule,4,1,5ae748d1554299572ea547b0,1,1.0,7579,360,0.00142902,6,2,1.0,1.0
FixedSchedule,4,2,5a7a8a9c554299042af8f666,0,0.5,711,75,0.00014148,1,0,0.0,1.0
FixedSchedule,4,3,5adffe7155429906c02daa9e,0,0.0,631,34,0.0001197,1,0,0.0,1.0
FixedSchedule,4,4,5ab642845542995eadeeff8e,1,1.0,387,43,7.74e-05,1,0,0.0,1.0
FixedSchedule,4,5,5a906a685542990a9849362e,1,1.0,7238,300,0.00135684,6,2,1.0,1.0
FixedSchedule,4,6,5a7633ad5542992db9473741,0,0.0,3406,255,0.00065898,4,1,1.0,1.0
FixedSchedule,4,7,5a74ce9655429974ef308c6c,0,0.6667,444,47,8.838e-05,1,0,0.0,1.0
FixedSchedule,4,8,5a713a5a5542994082a3e6a9,1,1.0,7424,369,0.00140274,6,2,1.0,1.0
FixedSchedule,4,9,5ab341f755429969a97a8114,1,1.0,671,54,0.0001305,1,0,0.0,1.0
FixedSchedule,4,10,5a8325b35542990548d0b18f,0,0.0,616,69,0.0001233,1,0,0.0,1.0
FixedSchedule,4,11,5ab9374b554299131ca422c6,1,1.0,4798,373,0.00093078,5,1,1.0,1.0
FixedSchedule,4,12,5ae52c0f5542992663a4f12e,0,0.0,2485,186,0.00048078,3,1,1.0,1.0
FixedSchedule,4,13,5adbfbd555429947ff173893,0,0.8,748,63,0.00014598,1,0,0.0,1.0
FixedSchedule,4,14,5ab7f0015542992aa3b8c88b,0,0.0,2032,87,0.00038142,2,0,0.667,1.0
FixedSchedule,4,15,5ac547525542993e66e822a3,0,0.0,8411,546,0.00161226,6,2,1.0,1.0
FixedSchedule,4,16,5a7cbf8c554299452d57b9f4,0,0.0,7311,337,0.00137664,6,2,1.0,1.0
FixedSchedule,4,17,5a7ddc5a5542995f4f4022da,1,1.0,468,41,9.162e-05,1,0,0.0,1.0
FixedSchedule,4,18,5a7a1cd85542990783324e65,0,0.0,5507,419,0.00106668,6,2,1.0,1.0
FixedSchedule,4,19,5ae0a59a55429945ae9593e2,0,0.0,5833,357,0.0011142,6,2,1.0,1.0
FixedSchedule,4,20,5a8b987f5542997f31a41d7a,0,0.4,3937,296,0.00076194,6,2,1.0,1.0
FixedSchedule,4,21,5a8739a05542994775f607ab,1,1.0,1309,147,0.00026208,2,0,0.8,1.0
FixedSchedule,4,22,5ae67dba55429908198fa5f0,1,1.0,6476,354,0.0012294,6,2,1.0,1.0
FixedSchedule,4,23,5a7b3f4d5542992d025e67bb,0,0.8,3440,290,0.0006714,4,1,1.0,1.0
FixedSchedule,4,24,5ae2dfd155429928c423951b,0,0.5,5498,382,0.0010584,6,2,1.0,1.0
FixedSchedule,4,25,5ab6ba245542995eadef007f,1,1.0,566,60,0.00011268,1,0,0.0,1.0
FixedSchedule,4,26,5ab8854555429934fafe6e0c,0,0.0,5628,469,0.00109746,6,2,1.0,1.0
FixedSchedule,4,27,5a8eea4a5542990e94052bb7,0,0.6667,7492,480,0.00143496,6,2,1.0,1.0
FixedSchedule,4,28,5a74c85055429916b0164218,0,0.0,3385,293,0.00066204,6,2,1.0,1.0
FixedSchedule,4,29,5a88dcf9554299206df2b383,1,1.0,4739,396,0.0009243,6,2,1.0,1.0
FixedSchedule,4,30,5a7625c7554299109176e668,1,1.0,5133,236,0.00096642,3,1,1.0,1.0
FixedSchedule,4,31,5ac0d83a554299294b219038,0,0.0,3809,269,0.00073404,4,1,1.0,1.0
FixedSchedule,4,32,5a790d8f554299029c4b5eec,1,1.0,3658,212,0.0006966,3,1,0.8,1.0
FixedSchedule,4,33,5ab2c5e255429916697740ba,0,0.3333,3494,344,0.00069084,4,1,1.0,1.0
FixedSchedule,4,34,5abcfc365542993a06baf9d6,0,0.0,5769,296,0.0010917,6,2,1.0,1.0
FixedSchedule,4,35,5a8ee6915542990e94052bad,0,0.0,6049,349,0.00115164,6,2,1.0,1.0
FixedSchedule,4,36,5abba4855542993f40c73b68,0,0.0,2776,204,0.0005364,3,1,1.0,1.0
FixedSchedule,4,37,5ae0bae555429906c02dab08,1,1.0,6166,376,0.00117756,6,2,1.0,1.0
FixedSchedule,4,38,5ab271fe554299449642c8a6,0,0.0,5156,352,0.00099144,6,2,1.0,1.0
FixedSchedule,4,39,5a7997a2554299029c4b5f59,0,0.0,6452,453,0.0012429,6,2,1.0,1.0
FixedSchedule,4,40,5add673e5542992ae4cec54d,0,0.0,7624,400,0.00144432,6,2,1.0,1.0
FixedSchedule,4,41,5ae819ac55429952e35eaa16,0,0.0,4794,360,0.00092772,5,1,1.0,1.0
FixedSchedule,4,42,5aba65a055429939ce03dcd2,0,0.0,10602,488,0.0019962,6,2,1.0,1.0
FixedSchedule,4,43,5a87bada5542994846c1cddc,1,1.0,5282,333,0.0010107,6,2,1.0,1.0
FixedSchedule,4,44,5ae74fc45542997b22f6a6b4,1,1.0,1398,108,0.00027108,2,0,0.667,1.0
FixedSchedule,4,45,5adf65555542992d7e9f9334,1,1.0,6228,317,0.0011781,6,2,1.0,1.0
FixedSchedule,4,46,5ade69e455429975fa854ec5,0,0.0,4962,351,0.00095634,6,2,1.0,1.0
FixedSchedule,4,47,5ae057fd55429945ae959328,0,0.8,4421,279,0.000846,6,2,1.0,1.0
FixedSchedule,4,48,5ab28019554299722f9b4d51,0,0.0,1428,108,0.00027648,2,0,1.0,1.0
FixedSchedule,4,49,5a75f79555429976ec32bcca,0,0.0,5549,326,0.0010575,4,1,1.0,1.0
Threshold,0,0,5a88d745554299206df2b378,1,1.0,3120,329,0.00062082,6,3,1.0,1.0
Threshold,0,1,5ae748d1554299572ea547b0,1,1.0,7793,389,0.00147276,6,3,1.0,1.0
Threshold,0,2,5a7a8a9c554299042af8f666,0,0.0,2266,235,0.00045018,3,1,1.0,1.0
Threshold,0,3,5adffe7155429906c02daa9e,0,0.0,631,29,0.0001188,1,0,0.0,1.0
Threshold,0,4,5ab642845542995eadeeff8e,1,1.0,387,46,7.794e-05,1,0,0.0,1.0
Threshold,0,5,5a906a685542990a9849362e,0,0.0,4286,230,0.00081288,4,2,1.0,1.0
Threshold,0,6,5a7633ad5542992db9473741,0,0.0,5752,402,0.00110772,6,3,1.0,1.0
Threshold,0,7,5a74ce9655429974ef308c6c,0,0.6667,444,37,8.658e-05,1,0,0.0,1.0
