model,slug,seed,task_idx,qid,em,f1,prompt_tokens,completion_tokens,cost_usd,turns
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,34,5a8b63fa55429950cd6afcd7,1,1.0,675,65,0.000148,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,35,5ade51b45542997c77adedf4,1,1.0,780,109,0.0001778,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,36,5ae4c49a5542995dadf24400,0,0.0,659,105,0.0001528,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,37,5a7d3470554299452d57bb56,1,1.0,821,103,0.00018480000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,38,5ae4f2c75542993aec5ec0fb,1,1.0,7484,524,0.0016016000000000001,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,39,5ab1d7ac554299449642c7e6,1,1.0,374,62,8.72e-05,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,40,5a85cead5542991dd0999ea9,0,0.0,4622,338,0.000992,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,41,5a73a7c755429978a71e9068,0,0.4,3864,287,0.0008302,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,42,5a7f113d55429934daa2fcbe,0,0.6667,632,87,0.0001438,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,43,5ae6828f5542996d980e7bb9,0,0.0,888,101,0.0001978,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,44,5ab31864554299233954ff06,0,0.0,665,54,0.0001438,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,45,5abe239355429976d4830a7d,0,0.0,9669,533,0.0020404,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,46,5ac2659b55429963665199a1,0,0.6667,1081,111,0.0002384,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,47,5ae058e855429945ae959331,0,0.0,2646,286,0.0005863999999999999,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,48,5a7b8749554299294a54a9db,0,0.8,877,48,0.000185,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,0,49,5a864ff7554299211dda2af2,0,0.0,7444,539,0.0015966,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,0,5adef80b5542993a75d263c4,1,1.0,640,73,0.0001426,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,1,5ae0aaf455429945ae959401,0,0.5714,2495,343,0.0005676,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,2,5ab47d765542991751b4d78f,0,0.0,6948,485,0.0014866,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,3,5a7ed2c655429930675135e5,0,0.0,9366,522,0.0019776,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,4,5ac3e0f7554299194317388b,1,1.0,951,44,0.000199,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,5,5a7bae20554299294a54aa96,0,0.0,774,65,0.0001678,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,6,5ab8ee035542991b5579f04b,1,1.0,677,50,0.0001454,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,7,5a7a276d5542996c55b2dd27,0,0.5714,5528,683,0.0012422,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,8,5a717d4c5542994082a3e854,0,0.8,670,67,0.0001474,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,9,5ac02e31554299294b218f3f,1,1.0,961,53,0.00020280000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,10,5a79ea435542996c55b2dc9e,1,1.0,941,77,0.00020360000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,11,5ab7e4dc5542995dae37e9df,1,1.0,1157,46,0.00024060000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,12,5a834ed95542990548d0b1ca,0,0.6667,788,98,0.00017720000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,13,5ab41d855542996a3a969f4b,1,1.0,687,76,0.0001526,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,14,5a7b7ff75542995eb53be93d,0,0.8571,770,100,0.000174,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,15,5a7d19d85542995ed0d165e8,0,0.8,581,77,0.0001316,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,16,5ae7ed17554299540e5a56a3,0,0.0,699,53,0.0001504,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,17,5ab2659e554299340b5254b2,0,0.5,706,113,0.00016380000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,18,5abd2eab5542992ac4f38210,1,1.0,2464,222,0.0005372,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,19,5abaf3195542996cc5e49f2c,0,0.0,1828,222,0.00041,2
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,20,5a791a97554299148911f9f2,0,0.6667,626,41,0.00013340000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,21,5adf58f15542993a75d264d2,0,0.0,2023,159,0.00043640000000000004,2
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,22,5adc65e85542996e68525350,1,1.0,495,49,0.00010880000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,23,5a87ab9b5542996e4f3088c2,0,0.0,808,87,0.000179,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,24,5a738fe855429908901be2fb,0,0.0,567,126,0.00013859999999999998,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,25,5a8c65a1554299585d9e3680,0,0.0,8418,498,0.0017832,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,26,5ac2bbd0554299218029db09,0,0.0,5520,407,0.0011854,5
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,27,5adf3e355542993a75d26440,0,0.0,836,146,0.0001964,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,28,5ae82ae555429952e35eaa71,0,0.0,2554,98,0.0005304,2
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,29,5ac289ff5542996366519a02,1,1.0,775,74,0.0001698,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,30,5a7a5b3a5542996c55b2dd71,0,0.0,736,86,0.0001644,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,31,5ab8688b55429934fafe6daa,0,0.0,619,91,0.000142,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,32,5a7a3a945542996a35c17147,0,0.0,7102,390,0.0014984,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,33,5ab9b29c554299743d22ebae,0,0.0,9009,543,0.0019104,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,34,5a8b63fa55429950cd6afcd7,0,0.0,675,73,0.0001496,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,35,5ade51b45542997c77adedf4,1,1.0,780,88,0.00017360000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,36,5ae4c49a5542995dadf24400,0,0.0,659,146,0.000161,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,37,5a7d3470554299452d57bb56,1,1.0,5465,616,0.0012162,5
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,38,5ae4f2c75542993aec5ec0fb,1,1.0,7589,560,0.0016298000000000003,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,39,5ab1d7ac554299449642c7e6,1,1.0,374,100,9.480000000000001e-05,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,40,5a85cead5542991dd0999ea9,0,0.0,10099,380,0.0020958,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,41,5a73a7c755429978a71e9068,0,0.4,1048,69,0.0002234,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,42,5a7f113d55429934daa2fcbe,0,0.6667,632,61,0.00013859999999999998,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,43,5ae6828f5542996d980e7bb9,0,0.0,888,97,0.000197,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,44,5ab31864554299233954ff06,0,0.0,665,72,0.0001474,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,45,5abe239355429976d4830a7d,0,0.0,8710,623,0.0018666000000000002,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,46,5ac2659b55429963665199a1,0,0.6667,1081,116,0.00023940000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,47,5ae058e855429945ae959331,0,0.0,805,88,0.00017860000000000003,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,48,5a7b8749554299294a54a9db,0,0.8,877,77,0.0001908,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,1,49,5a864ff7554299211dda2af2,0,0.0,908,109,0.0002034,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,0,5adef80b5542993a75d263c4,1,1.0,2348,235,0.0005166,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,1,5ae0aaf455429945ae959401,0,0.0,5897,504,0.0012802,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,2,5ab47d765542991751b4d78f,0,0.8,1458,127,0.000317,2
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,3,5a7ed2c655429930675135e5,1,1.0,988,82,0.000214,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,4,5ac3e0f7554299194317388b,1,1.0,8321,527,0.0017696,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,5,5a7bae20554299294a54aa96,0,0.0,7391,604,0.001599,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,6,5ab8ee035542991b5579f04b,1,1.0,677,68,0.000149,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,7,5a7a276d5542996c55b2dd27,0,0.0,598,84,0.0001364,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,8,5a717d4c5542994082a3e854,0,0.8,670,96,0.0001532,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,9,5ac02e31554299294b218f3f,1,1.0,961,53,0.00020280000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,10,5a79ea435542996c55b2dc9e,0,0.75,941,86,0.0002054,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,11,5ab7e4dc5542995dae37e9df,0,0.0,4154,294,0.0008896,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,12,5a834ed95542990548d0b1ca,0,0.0,788,86,0.00017480000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,13,5ab41d855542996a3a969f4b,1,1.0,687,82,0.0001538,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,14,5a7b7ff75542995eb53be93d,0,0.8571,770,78,0.00016960000000000003,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,15,5a7d19d85542995ed0d165e8,1,1.0,581,132,0.0001426,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,16,5ae7ed17554299540e5a56a3,0,0.0,8077,440,0.0017034,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,17,5ab2659e554299340b5254b2,0,0.5,706,137,0.00016860000000000003,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,18,5abd2eab5542992ac4f38210,1,1.0,751,63,0.0001628,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,19,5abaf3195542996cc5e49f2c,0,0.0,3683,352,0.000807,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,20,5a791a97554299148911f9f2,0,0.6667,626,68,0.0001388,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,21,5adf58f15542993a75d264d2,0,0.0,976,77,0.00021060000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,22,5adc65e85542996e68525350,1,1.0,495,61,0.0001112,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,23,5a87ab9b5542996e4f3088c2,0,0.0,808,81,0.0001778,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,24,5a738fe855429908901be2fb,0,0.0,4418,496,0.0009828,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,25,5a8c65a1554299585d9e3680,0,0.0,10298,769,0.0022134,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,26,5ac2bbd0554299218029db09,0,0.6667,1723,203,0.00038520000000000004,2
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,27,5adf3e355542993a75d26440,0,0.5,836,120,0.0001912,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,28,5ae82ae555429952e35eaa71,1,1.0,1258,66,0.0002648,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,29,5ac289ff5542996366519a02,1,1.0,775,59,0.00016680000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,30,5a7a5b3a5542996c55b2dd71,0,0.8571,9597,446,0.0020086,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,31,5ab8688b55429934fafe6daa,0,0.0,619,84,0.0001406,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,32,5a7a3a945542996a35c17147,0,0.0,7238,548,0.0015572000000000001,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,33,5ab9b29c554299743d22ebae,0,0.8571,10745,496,0.0022482,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,34,5a8b63fa55429950cd6afcd7,0,0.0,675,85,0.000152,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,35,5ade51b45542997c77adedf4,1,1.0,780,104,0.00017680000000000001,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,36,5ae4c49a5542995dadf24400,0,0.0,659,95,0.0001508,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,37,5a7d3470554299452d57bb56,0,0.0,3005,473,0.0006956,3
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,38,5ae4f2c75542993aec5ec0fb,1,1.0,4866,510,0.0010752000000000001,4
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,39,5ab1d7ac554299449642c7e6,1,1.0,374,74,8.960000000000001e-05,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,40,5a85cead5542991dd0999ea9,0,0.0,10258,475,0.0021466,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,41,5a73a7c755429978a71e9068,0,0.4,1048,66,0.00022280000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,42,5a7f113d55429934daa2fcbe,0,0.6667,632,127,0.0001518,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,43,5ae6828f5542996d980e7bb9,0,0.0,888,76,0.00019280000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,44,5ab31864554299233954ff06,0,0.0,1365,82,0.00028940000000000004,2
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,45,5abe239355429976d4830a7d,1,1.0,8386,436,0.0017644000000000002,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,46,5ac2659b55429963665199a1,0,0.6667,1081,116,0.00023940000000000002,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,47,5ae058e855429945ae959331,0,0.0,7119,516,0.001527,6
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,48,5a7b8749554299294a54a9db,0,0.8,877,70,0.0001894,1
mistral:7b,mistralai/Mistral-7B-Instruct-v0.3,2,49,5a864ff7554299211dda2af2,0,0.0,1895,176,0.00041420000000000004,2
gemma2:9b,google/gemma-2-9b-it,0,0,5adef80b5542993a75d263c4,1,1.0,577,39,0.0001848,1
gemma2:9b,google/gemma-2-9b-it,0,1,5ae0aaf455429945ae959401,0,0.6667,1281,62,0.0004029,2
gemma2:9b,google/gemma-2-9b-it,0,2,5ab47d765542991751b4d78f,0,0.0,400,39,0.00013169999999999998,1
gemma2:9b,google/gemma-2-9b-it,0,3,5a7ed2c655429930675135e5,1,1.0,3129,160,0.0009866999999999999,3
gemma2:9b,google/gemma-2-9b-it,0,4,5ac3e0f7554299194317388b,1,1.0,1897,55,0.0005856,2
gemma2:9b,google/gemma-2-9b-it,0,5,5a7bae20554299294a54aa96,0,0.0,1671,66,0.0005211,2
gemma2:9b,google/gemma-2-9b-it,0,6,5ab8ee035542991b5579f04b,1,1.0,613,21,0.0001902,1
gemma2:9b,google/gemma-2-9b-it,0,7,5a7a276d5542996c55b2dd27,0,0.8571,527,52,0.0001737,1
gemma2:9b,google/gemma-2-9b-it,0,8,5a717d4c5542994082a3e854,0,0.8,2485,163,0.0007944,4
gemma2:9b,google/gemma-2-9b-it,0,9,5ac02e31554299294b218f3f,1,1.0,821,50,0.0002613,1
gemma2:9b,google/gemma-2-9b-it,0,10,5a79ea435542996c55b2dc9e,0,0.75,839,44,0.0002649,1
gemma2:9b,google/gemma-2-9b-it,0,11,5ab7e4dc5542995dae37e9df,1,1.0,1026,30,0.0003168,1
gemma2:9b,google/gemma-2-9b-it,0,12,5a834ed95542990548d0b1ca,0,0.6667,1467,60,0.00045809999999999997,2
gemma2:9b,google/gemma-2-9b-it,0,13,5ab41d855542996a3a969f4b,1,1.0,606,53,0.00019769999999999998,1
gemma2:9b,google/gemma-2-9b-it,0,14,5a7b7ff75542995eb53be93d,0,0.6,1364,67,0.0004293,2
gemma2:9b,google/gemma-2-9b-it,0,15,5a7d19d85542995ed0d165e8,0,0.6667,1055,66,0.0003363,2
gemma2:9b,google/gemma-2-9b-it,0,16,5ae7ed17554299540e5a56a3,0,0.0,4296,181,0.0013430999999999998,5
gemma2:9b,google/gemma-2-9b-it,0,17,5ab2659e554299340b5254b2,0,0.0,627,34,0.0001983,1
gemma2:9b,google/gemma-2-9b-it,0,18,5abd2eab5542992ac4f38210,1,1.0,659,44,0.0002109,1
gemma2:9b,google/gemma-2-9b-it,0,19,5abaf3195542996cc5e49f2c,0,0.0,1500,93,0.00047789999999999996,2
gemma2:9b,google/gemma-2-9b-it,0,20,5a791a97554299148911f9f2,0,0.6667,547,31,0.0001734,1
gemma2:9b,google/gemma-2-9b-it,0,21,5adf58f15542993a75d264d2,0,0.0,882,32,0.0002742,1
gemma2:9b,google/gemma-2-9b-it,0,22,5adc65e85542996e68525350,1,1.0,426,35,0.00013829999999999997,1
gemma2:9b,google/gemma-2-9b-it,0,23,5a87ab9b5542996e4f3088c2,1,1.0,711,36,0.0002241,1
gemma2:9b,google/gemma-2-9b-it,0,24,5a738fe855429908901be2fb,1,1.0,1192,63,0.0003765,2
gemma2:9b,google/gemma-2-9b-it,0,25,5a8c65a1554299585d9e3680,1,1.0,736,45,0.00023429999999999998,1
gemma2:9b,google/gemma-2-9b-it,0,26,5ac2bbd0554299218029db09,0,0.0,3552,121,0.0011018999999999998,4
gemma2:9b,google/gemma-2-9b-it,0,27,5adf3e355542993a75d26440,1,1.0,719,32,0.00022529999999999997,1
gemma2:9b,google/gemma-2-9b-it,0,28,5ae82ae555429952e35eaa71,1,1.0,1115,46,0.0003483,1
gemma2:9b,google/gemma-2-9b-it,0,29,5ac289ff5542996366519a02,1,1.0,677,56,0.0002199,1
gemma2:9b,google/gemma-2-9b-it,0,30,5a7a5b3a5542996c55b2dd71,0,0.0,667,53,0.000216,1
gemma2:9b,google/gemma-2-9b-it,0,31,5ab8688b55429934fafe6daa,1,1.0,542,30,0.0001716,1
gemma2:9b,google/gemma-2-9b-it,0,32,5a7a3a945542996a35c17147,0,0.0,1943,72,0.0006045,2
gemma2:9b,google/gemma-2-9b-it,0,33,5ab9b29c554299743d22ebae,1,1.0,2163,61,0.0006672,2
gemma2:9b,google/gemma-2-9b-it,0,34,5a8b63fa55429950cd6afcd7,1,1.0,585,41,0.00018779999999999998,1
gemma2:9b,google/gemma-2-9b-it,0,35,5ade51b45542997c77adedf4,1,1.0,704,41,0.0002235,1
gemma2:9b,google/gemma-2-9b-it,0,36,5ae4c49a5542995dadf24400,0,0.0,567,24,0.00017729999999999997,1
gemma2:9b,google/gemma-2-9b-it,0,37,5a7d3470554299452d57bb56,1,1.0,721,33,0.0002262,1
gemma2:9b,google/gemma-2-9b-it,0,38,5ae4f2c75542993aec5ec0fb,0,0.5714,7096,263,0.0022077,6
gemma2:9b,google/gemma-2-9b-it,0,39,5ab1d7ac554299449642c7e6,1,1.0,320,33,0.00010589999999999999,1
gemma2:9b,google/gemma-2-9b-it,0,40,5a85cead5542991dd0999ea9,0,0.0,1182,41,0.0003669,1
gemma2:9b,google/gemma-2-9b-it,0,41,5a73a7c755429978a71e9068,0,0.4,920,46,0.0002898,1
gemma2:9b,google/gemma-2-9b-it,0,42,5a7f113d55429934daa2fcbe,0,0.6667,550,54,0.00018119999999999999,1
gemma2:9b,google/gemma-2-9b-it,0,43,5ae6828f5542996d980e7bb9,0,0.0,774,32,0.0002418,1
gemma2:9b,google/gemma-2-9b-it,0,44,5ab31864554299233954ff06,0,0.0,595,25,0.000186,1
gemma2:9b,google/gemma-2-9b-it,0,45,5abe239355429976d4830a7d,1,1.0,1461,103,0.00046919999999999997,2
gemma2:9b,google/gemma-2-9b-it,0,46,5ac2659b55429963665199a1,0,0.6667,2203,73,0.0006828,2
gemma2:9b,google/gemma-2-9b-it,0,47,5ae058e855429945ae959331,1,1.0,723,30,0.00022590000000000002,1
gemma2:9b,google/gemma-2-9b-it,0,48,5a7b8749554299294a54a9db,0,0.0,1657,63,0.000516,2
gemma2:9b,google/gemma-2-9b-it,0,49,5a864ff7554299211dda2af2,1,1.0,802,39,0.0002523,1
gemma2:9b,google/gemma-2-9b-it,1,0,5adef80b5542993a75d263c4,1,1.0,577,30,0.00018209999999999998,1
gemma2:9b,google/gemma-2-9b-it,1,1,5ae0aaf455429945ae959401,0,0.6667,1282,63,0.0004035,2
gemma2:9b,google/gemma-2-9b-it,1,2,5ab47d765542991751b4d78f,0,0.0,400,43,0.0001329,1
gemma2:9b,google/gemma-2-9b-it,1,3,5a7ed2c655429930675135e5,1,1.0,851,59,0.000273,1
gemma2:9b,google/gemma-2-9b-it,1,4,5ac3e0f7554299194317388b,1,1.0,1898,63,0.0005882999999999999,2
gemma2:9b,google/gemma-2-9b-it,1,5,5a7bae20554299294a54aa96,0,0.0,3726,151,0.0011630999999999998,4
gemma2:9b,google/gemma-2-9b-it,1,6,5ab8ee035542991b5579f04b,1,1.0,613,30,0.0001929,1
gemma2:9b,google/gemma-2-9b-it,1,7,5a7a276d5542996c55b2dd27,0,0.6,527,59,0.0001758,1
gemma2:9b,google/gemma-2-9b-it,1,8,5a717d4c5542994082a3e854,0,0.8,4397,257,0.0013962,6
gemma2:9b,google/gemma-2-9b-it,1,9,5ac02e31554299294b218f3f,1,1.0,821,49,0.000261,1
gemma2:9b,google/gemma-2-9b-it,1,10,5a79ea435542996c55b2dc9e,0,0.75,839,46,0.0002655,1
gemma2:9b,google/gemma-2-9b-it,1,11,5ab7e4dc5542995dae37e9df,1,1.0,1026,29,0.0003165,1
gemma2:9b,google/gemma-2-9b-it,1,12,5a834ed95542990548d0b1ca,0,0.6667,1465,65,0.000459,2
gemma2:9b,google/gemma-2-9b-it,1,13,5ab41d855542996a3a969f4b,1,1.0,606,51,0.0001971,1
gemma2:9b,google/gemma-2-9b-it,1,14,5a7b7ff75542995eb53be93d,0,0.4,1367,86,0.00043589999999999997,2
gemma2:9b,google/gemma-2-9b-it,1,15,5a7d19d85542995ed0d165e8,1,1.0,509,33,0.0001626,1
gemma2:9b,google/gemma-2-9b-it,1,16,5ae7ed17554299540e5a56a3,0,0.0,1503,64,0.0004701,2
gemma2:9b,google/gemma-2-9b-it,1,17,5ab2659e554299340b5254b2,0,0.5,627,39,0.00019979999999999998,1
gemma2:9b,google/gemma-2-9b-it,1,18,5abd2eab5542992ac4f38210,1,1.0,659,58,0.0002151,1
gemma2:9b,google/gemma-2-9b-it,1,19,5abaf3195542996cc5e49f2c,1,1.0,1788,66,0.0005562,2
gemma2:9b,google/gemma-2-9b-it,1,20,5a791a97554299148911f9f2,0,0.6667,547,32,0.0001737,1
gemma2:9b,google/gemma-2-9b-it,1,21,5adf58f15542993a75d264d2,0,0.0,882,33,0.0002745,1
gemma2:9b,google/gemma-2-9b-it,1,22,5adc65e85542996e68525350,1,1.0,426,31,0.0001371,1
gemma2:9b,google/gemma-2-9b-it,1,23,5a87ab9b5542996e4f3088c2,1,1.0,711,34,0.0002235,1
gemma2:9b,google/gemma-2-9b-it,1,24,5a738fe855429908901be2fb,1,1.0,1203,79,0.00038459999999999997,2
gemma2:9b,google/gemma-2-9b-it,1,25,5a8c65a1554299585d9e3680,1,1.0,736,51,0.0002361,1
gemma2:9b,google/gemma-2-9b-it,1,26,5ac2bbd0554299218029db09,1,1.0,735,43,0.00023339999999999998,1
gemma2:9b,google/gemma-2-9b-it,1,27,5adf3e355542993a75d26440,1,1.0,719,40,0.00022769999999999998,1
gemma2:9b,google/gemma-2-9b-it,1,28,5ae82ae555429952e35eaa71,1,1.0,1115,32,0.00034409999999999996,1
gemma2:9b,google/gemma-2-9b-it,1,29,5ac289ff5542996366519a02,1,1.0,677,69,0.0002238,1
gemma2:9b,google/gemma-2-9b-it,1,30,5a7a5b3a5542996c55b2dd71,0,0.0,667,36,0.0002109,1
gemma2:9b,google/gemma-2-9b-it,1,31,5ab8688b55429934fafe6daa,1,1.0,542,34,0.00017279999999999997,1
gemma2:9b,google/gemma-2-9b-it,1,32,5a7a3a945542996a35c17147,1,1.0,1887,77,0.0005891999999999999,2
gemma2:9b,google/gemma-2-9b-it,1,33,5ab9b29c554299743d22ebae,0,0.0,5775,169,0.0017832,5
gemma2:9b,google/gemma-2-9b-it,1,34,5a8b63fa55429950cd6afcd7,1,1.0,585,43,0.0001884,1
gemma2:9b,google/gemma-2-9b-it,1,35,5ade51b45542997c77adedf4,1,1.0,704,54,0.0002274,1
gemma2:9b,google/gemma-2-9b-it,1,36,5ae4c49a5542995dadf24400,0,0.0,567,29,0.00017879999999999998,1
gemma2:9b,google/gemma-2-9b-it,1,37,5a7d3470554299452d57bb56,1,1.0,721,38,0.00022769999999999998,1
gemma2:9b,google/gemma-2-9b-it,1,38,5ae4f2c75542993aec5ec0fb,0,0.5714,4196,156,0.0013055999999999999,4
gemma2:9b,google/gemma-2-9b-it,1,39,5ab1d7ac554299449642c7e6,1,1.0,320,34,0.0001062,1
gemma2:9b,google/gemma-2-9b-it,1,40,5a85cead5542991dd0999ea9,0,0.0,1182,33,0.0003645,1
gemma2:9b,google/gemma-2-9b-it,1,41,5a73a7c755429978a71e9068,0,0.4,920,42,0.00028859999999999997,1
gemma2:9b,google/gemma-2-9b-it,1,42,5a7f113d55429934daa2fcbe,0,0.6667,550,45,0.0001785,1
gemma2:9b,google/gemma-2-9b-it,1,43,5ae6828f5542996d980e7bb9,0,0.0,774,37,0.00024329999999999998,1
gemma2:9b,google/gemma-2-9b-it,1,44,5ab31864554299233954ff06,0,0.0,595,30,0.0001875,1
gemma2:9b,google/gemma-2-9b-it,1,45,5abe239355429976d4830a7d,1,1.0,1468,106,0.0004722,2
gemma2:9b,google/gemma-2-9b-it,1,46,5ac2659b55429963665199a1,0,0.6667,2229,106,0.0007005,2
